_id,name,age,gender,city,state,country,primaryLang,languages,joinedAt,education,profession,interests,purpose,thirdParty,community
68b9295d427214137a7351b6,Aarav Patel,55,male,Guwahati,,India,as,as,2021-02-04,phd,other,"sports,travel,art",gaming,False,0
68b9295d427214137a7351b7,Kavya Joshi,22,female,Kochi,,India,as,"as,en,pa",2017-05-14,undergrad,manager,"cooking,sports",networking,False,0
68b9295d427214137a7351b8,Zoya Kapoor,40,female,Chennai,,India,ta,"ta,en,te",2024-07-18,other,data_scientist,gaming,gaming,True,0
68b9295d427214137a7351b9,Kavya Iyer,22,female,Pune,,India,mr,"mr,en",2023-08-08,highschool,artist,music,networking,False,0
68b9295d427214137a7351ba,Rajat Kapoor,27,male,Pune,,India,as,"as,en",2016-06-18,postgrad,lawyer,"reading,nature",news,False,0
68b9295d427214137a7351bb,Dev Mehta,32,male,Kolkata,,India,bn,"bn,en",2019-12-28,phd,data_scientist,movies,networking,False,0
68b9295d427214137a7351bc,Sagar Khan,51,male,Delhi,,India,hi,"hi,en,mr",2021-07-05,highschool,student,"music,travel,tech",news,False,0
68b9295d427214137a7351bd,Aisha Gowda,29,female,Bengaluru,,India,bn,"bn,en",2020-06-02,other,teacher,photography,business,True,0
68b9295d427214137a7351be,Dev Patel,49,male,Chennai,,India,ta,"ta,en,hi",2022-08-19,postgrad,student,"nature,tech",networking,False,0
68b9295d427214137a7351bf,Harsh Mukherjee,19,male,Patna,,India,hi,"hi,en,as",2024-09-10,highschool,developer,"travel,fashion,gaming",gaming,True,0
68b9295d427214137a7351c0,Nisha Mukherjee,47,female,Kochi,,India,bn,bn,2023-02-15,undergrad,other,"reading,politics,fashion",learning,True,0
68b9295d427214137a7351c1,Vikram Chatterjee,57,male,Guwahati,,India,as,"as,gu",2017-04-02,phd,manager,"photography,politics,gaming",news,False,0
68b9295d427214137a7351c2,Jahnvi Chatterjee,27,female,Bhopal,,India,hi,"hi,en",2022-08-01,postgrad,manager,"travel,music,science",socializing,True,0
68b9295d427214137a7351c3,Kavya Verma,30,female,Kolkata,,India,or,"or,bn",2021-04-02,highschool,artist,"science,fitness",business,False,0
68b9295d427214137a7351c4,Ira Chatterjee,30,female,Kolkata,,India,pa,"pa,en,as",2020-09-02,postgrad,student,"gaming,science",gaming,False,0
68b9295d427214137a7351c5,Rahul Banerjee,28,male,Ahmedabad,,India,or,"or,bn",2022-03-08,highschool,student,"photography,gaming",learning,True,0
68b9295d427214137a7351c6,Sanya Nair,56,female,Delhi,,India,gu,gu,2025-03-02,other,manager,photography,socializing,True,0
68b9295d427214137a7351c7,Ananya Deshmukh,57,female,Kochi,,India,ml,"ml,kn",2023-12-23,highschool,sales,"fitness,cooking,science",learning,True,0
68b9295d427214137a7351c8,Nisha Singh,36,female,Ahmedabad,,India,gu,gu,2021-07-23,postgrad,lawyer,photography,socializing,False,0
68b9295d427214137a7351c9,Diya Banerjee,60,female,Kochi,,India,ml,"ml,en",2017-01-24,undergrad,sales,science,news,False,0
68b9295d427214137a7351ca,Rohan Iyer,23,male,Guwahati,,India,as,"as,en,or",2017-03-25,undergrad,student,"science,music",socializing,True,0
68b9295d427214137a7351cb,Harsh Singh,33,male,Hyderabad,,India,te,"te,en,gu",2020-09-11,phd,engineer,art,business,False,0
68b9295d427214137a7351cc,Priya Patel,36,female,Lucknow,,India,hi,"hi,en",2018-02-02,other,student,"gaming,photography,cooking",learning,True,0
68b9295d427214137a7351cd,Rahul Deshmukh,37,male,Patna,,India,hi,"hi,en",2018-12-04,phd,other,gaming,gaming,True,0
68b9295d427214137a7351ce,Siddharth Bose,57,male,Kolkata,,India,bn,bn,2022-04-19,postgrad,other,"fashion,travel",news,True,0
68b9295d427214137a7351cf,Aarav Deshmukh,45,male,Thiruvananthapuram,,India,ml,"ml,en",2020-02-26,highschool,doctor,"reading,fashion",socializing,False,0
68b9295d427214137a7351d0,Naveen Patel,32,male,Delhi,,India,hi,"hi,en",2021-09-05,other,student,"music,science,movies",news,False,0
68b9295d427214137a7351d1,Diya Chatterjee,59,female,Guwahati,,India,as,"as,en",2025-01-19,undergrad,engineer,photography,networking,False,0
68b9295d427214137a7351d2,Rajat Singh,25,male,Pune,,India,mr,"mr,en",2019-07-16,phd,researcher,"sports,fashion",socializing,False,0
68b9295d427214137a7351d3,Nikhil Mehta,33,male,Bhopal,,India,hi,"hi,en",2024-08-10,undergrad,other,"reading,sports,travel",gaming,False,0
68b9295d427214137a7351d4,Aditi Khan,21,female,Jaipur,,India,hi,"hi,en",2021-12-21,phd,lawyer,science,networking,True,0
68b9295d427214137a7351d5,Diya Bhat,41,female,Patna,,India,hi,"hi,en",2020-08-19,postgrad,other,"art,travel,politics",networking,True,0
68b9295d427214137a7351d6,Aditi Kapoor,54,female,Kochi,,India,kn,"kn,pa",2022-10-27,highschool,student,sports,networking,False,0
68b9295d427214137a7351d7,Tanvi Bose,24,female,Ahmedabad,,India,gu,"gu,en,ta",2021-09-11,other,student,gaming,news,False,0
68b9295d427214137a7351d8,Ankit Mehta,59,male,Mumbai,,India,ml,"ml,en,as",2021-01-01,phd,developer,"sports,nature",business,False,0
68b9295d427214137a7351d9,Priya Kapoor,50,female,Pune,,India,mr,"mr,en",2023-05-28,phd,engineer,sports,news,False,0
68b9295d427214137a7351da,Yash Verma,29,male,Hyderabad,,India,te,"te,en",2019-11-22,undergrad,researcher,"art,fashion",socializing,False,0
68b9295d427214137a7351db,Naveen Joshi,18,male,Bhopal,,India,hi,"hi,en",2022-05-16,phd,lawyer,"sports,fashion,photography",networking,False,0
68b9295d427214137a7351dc,Varun Chatterjee,27,male,Pune,,India,mr,"mr,en",2025-06-04,undergrad,researcher,"fashion,reading",gaming,False,0
68b9295d427214137a7351dd,Sagar Bose,52,male,Patna,,India,hi,"hi,en",2016-11-02,postgrad,engineer,music,networking,False,0
68b9295d427214137a7351de,Riya Kapoor,23,female,Chennai,,India,ta,"ta,en",2016-11-20,other,student,"reading,movies,music",gaming,False,0
68b9295d427214137a7351df,Yash Banerjee,40,male,Thiruvananthapuram,,India,bn,"bn,en",2024-01-09,other,student,fashion,socializing,True,0
68b9295d427214137a7351e0,Pooja Gupta,41,female,Delhi,,India,hi,"hi,en",2021-03-11,other,manager,"art,tech",learning,True,0
68b9295d427214137a7351e1,Pooja Kapoor,24,female,Kolkata,,India,mr,"mr,en",2016-06-17,highschool,doctor,"sports,gaming,science",business,False,0
68b9295d427214137a7351e2,Priya Iyer,37,female,Kochi,,India,ml,"ml,en",2017-09-11,other,sales,"tech,sports,nature",networking,False,0
68b9295d427214137a7351e3,Aarav Mukherjee,28,male,Ahmedabad,,India,as,as,2023-05-28,phd,doctor,"art,fashion",gaming,False,0
68b9295d427214137a7351e4,Varun Singh,28,male,Jaipur,,India,mr,"mr,ta",2024-10-25,undergrad,other,photography,business,True,0
68b9295d427214137a7351e5,Priya Mehta,53,female,Delhi,,India,hi,"hi,en,gu",2021-03-18,postgrad,artist,"gaming,cooking",networking,True,0
68b9295d427214137a7351e6,Aman Mehta,16,male,Patna,,India,hi,"hi,ml",2019-06-11,other,manager,"politics,reading",business,False,0
68b9295d427214137a7351e7,Rohan Agarwal,56,male,Pune,,India,mr,"mr,en",2018-11-11,phd,student,"art,fitness,photography",news,False,0
68b9295d427214137a7351e8,Kabir Mukherjee,25,male,Lucknow,,India,hi,"hi,en",2024-06-03,postgrad,developer,sports,news,False,0
68b9295d427214137a7351e9,Sagar Patel,57,male,Jaipur,,India,hi,"hi,en",2020-01-12,postgrad,researcher,"science,sports",socializing,False,0
68b9295d427214137a7351ea,Harsh Sharma,41,male,Mumbai,,India,bn,"bn,en",2023-05-17,highschool,manager,fashion,socializing,True,0
68b9295d427214137a7351eb,Kunal Bose,40,male,Bhubaneswar,,India,mr,"mr,en",2019-09-23,other,doctor,"movies,photography",news,False,0
68b9295d427214137a7351ec,Ira Deshmukh,40,female,Thiruvananthapuram,,India,ml,"ml,en",2018-04-18,postgrad,sales,"movies,nature,art",networking,True,0
68b9295d427214137a7351ed,Rajat Mukherjee,44,male,Mumbai,,India,mr,"mr,en",2017-12-24,highschool,manager,"fashion,nature",socializing,False,0
68b9295d427214137a7351ee,Aarav Singh,33,male,Thiruvananthapuram,,India,ml,"ml,or",2020-11-10,other,manager,travel,networking,False,0
68b9295d427214137a7351ef,Siddharth Kapoor,22,male,Bhopal,,India,hi,"hi,en",2020-04-07,undergrad,developer,tech,socializing,False,0
68b9295d427214137a7351f0,Ankit Joshi,26,male,Thiruvananthapuram,,India,ml,"ml,en,kn",2016-07-06,postgrad,doctor,"cooking,gaming,movies",socializing,False,0
68b9295d427214137a7351f1,Varun Agarwal,34,male,Kolkata,,India,bn,"bn,en",2018-06-05,postgrad,developer,"sports,photography,fitness",socializing,False,0
68b9295d427214137a7351f2,Sagar Deshmukh,30,male,Mumbai,,India,mr,"mr,en",2024-12-04,phd,student,science,learning,False,0
68b9295d427214137a7351f3,Ankit Sharma,41,male,Lucknow,,India,gu,"gu,en",2023-04-23,other,doctor,photography,networking,True,0
68b9295d427214137a7351f4,Nisha Verma,31,female,Jaipur,,India,gu,"gu,en,te",2021-08-02,other,manager,"fashion,photography",news,False,0
68b9295d427214137a7351f5,Ishita Verma,59,female,Bhubaneswar,,India,or,"or,bn",2016-03-10,other,other,"photography,music,politics",socializing,True,0
68b9295d427214137a7351f6,Varun Bose,50,male,Bengaluru,,India,mr,"mr,en",2019-07-01,highschool,manager,"politics,art,fitness",gaming,False,0
68b9295d427214137a7351f7,Jahnvi Sharma,55,female,Kochi,,India,ml,"ml,en",2024-05-28,postgrad,artist,fashion,learning,False,0
68b9295d427214137a7351f8,Vikram Bhat,29,male,Hyderabad,,India,bn,"bn,en",2024-03-12,postgrad,sales,"fashion,gaming",business,True,0
68b9295d427214137a7351f9,Priya Joshi,58,female,Bhubaneswar,,India,or,"or,en",2023-03-09,postgrad,data_scientist,"fitness,tech,politics",learning,False,0
68b9295d427214137a7351fa,Harsh Patel,56,male,Pune,,India,mr,"mr,en",2021-01-05,other,engineer,"fitness,reading",news,False,0
68b9295d427214137a7351fb,Aditi Agarwal,23,female,Bhopal,,India,hi,"hi,as",2020-01-17,undergrad,artist,"art,music",learning,False,0
68b9295d427214137a7351fc,Jahnvi Gowda,40,female,Bhopal,,India,hi,"hi,en",2019-02-04,highschool,developer,nature,socializing,False,0
68b9295d427214137a7351fd,Sagar Bhat,42,male,Guwahati,,India,te,te,2020-07-11,highschool,manager,"nature,tech",business,False,0
68b9295d427214137a7351fe,Dev Deshmukh,39,male,Bhopal,,India,bn,"bn,en,pa",2023-07-21,other,engineer,photography,business,True,0
68b9295d427214137a7351ff,Varun Nair,28,male,Bhopal,,India,hi,"hi,en",2018-03-01,other,researcher,"tech,photography,fashion",socializing,False,0
68b9295d427214137a735200,Siddharth Chatterjee,57,male,Bhubaneswar,,India,hi,hi,2020-04-08,phd,developer,travel,learning,False,0
68b9295d427214137a735201,Aisha Joshi,40,female,Patna,,India,hi,"hi,en,bn",2024-07-09,highschool,data_scientist,"tech,music",news,False,0
68b9295d427214137a735202,Dev Bhat,42,male,Bhubaneswar,,India,or,"or,en",2023-06-27,highschool,engineer,"travel,gaming,movies",business,False,1
68b9295d427214137a735203,Ira Banerjee,51,female,Kochi,,India,ta,"ta,en",2022-03-27,postgrad,student,science,gaming,False,1
68b9295d427214137a735204,Neha Patel,52,female,Ahmedabad,,India,gu,gu,2022-05-28,postgrad,developer,"tech,nature",socializing,False,1
68b9295d427214137a735205,Rajat Deshmukh,59,male,Patna,,India,hi,"hi,en",2023-02-28,phd,doctor,art,networking,False,1
68b9295d427214137a735206,Meera Verma,40,female,Hyderabad,,India,te,te,2017-12-16,phd,manager,"cooking,music,photography",news,True,1
68b9295d427214137a735207,Aditi Sharma,29,female,Thiruvananthapuram,,India,pa,"pa,en",2025-09-21,phd,lawyer,"photography,art,politics",networking,True,1
68b9295d427214137a735208,Kabir Gowda,30,male,Lucknow,,India,hi,"hi,en,or",2018-12-02,highschool,student,music,learning,False,1
68b9295d427214137a735209,Rohan Sharma,39,male,Jaipur,,India,hi,"hi,en",2019-05-16,highschool,data_scientist,travel,socializing,True,1
68b9295d427214137a73520a,Aakash Verma,44,male,Bengaluru,,India,kn,"kn,en",2025-01-09,postgrad,engineer,"reading,nature,science",networking,False,1
68b9295d427214137a73520b,Sneha Agarwal,34,female,Jaipur,,India,hi,"hi,en",2022-08-16,other,sales,"fitness,travel,cooking",networking,False,1
68b9295d427214137a73520c,Ananya Deshmukh,45,female,Thiruvananthapuram,,India,ml,"ml,en",2016-04-14,other,other,nature,gaming,False,1
68b9295d427214137a73520d,Nisha Iyer,46,female,Delhi,,India,te,"te,en",2016-12-19,postgrad,student,music,news,False,1
68b9295d427214137a73520e,Ananya Verma,53,female,Bhopal,,India,hi,hi,2017-01-05,highschool,doctor,"nature,music,cooking",business,False,1
68b9295d427214137a73520f,Aakash Mehta,43,male,Kochi,,India,ml,"ml,en,bn",2023-02-04,postgrad,other,music,learning,False,1
68b9295d427214137a735210,Zoya Reddy,41,female,Kochi,,India,ml,"ml,en,pa",2024-05-16,postgrad,researcher,"fitness,fashion,travel",news,False,1
68b9295d427214137a735211,Nisha Patel,50,female,Jaipur,,India,hi,"hi,en",2023-08-17,other,lawyer,"movies,politics",socializing,False,1
68b9295d427214137a735212,Rahul Joshi,53,male,Bengaluru,,India,kn,kn,2023-06-19,highschool,researcher,"reading,tech,movies",learning,False,1
68b9295d427214137a735213,Rahul Banerjee,28,male,Jaipur,,India,hi,"hi,en",2024-08-21,undergrad,developer,"tech,politics",news,False,1
68b9295d427214137a735214,Naveen Singh,52,male,Bhopal,,India,hi,"hi,en",2017-07-03,undergrad,artist,"politics,fashion",socializing,True,1
68b9295d427214137a735215,Sanya Bhat,18,female,Thiruvananthapuram,,India,kn,"kn,en,te",2019-10-26,other,other,"reading,politics,music",learning,False,1
68b9295d427214137a735216,Harsh Bose,59,male,Mumbai,,India,mr,"mr,en",2023-12-19,undergrad,artist,movies,socializing,False,1
68b9295d427214137a735217,Neha Joshi,19,female,Lucknow,,India,hi,"hi,en",2025-03-08,postgrad,engineer,fitness,networking,False,1
68b9295d427214137a735218,Rohit Chatterjee,51,male,Jaipur,,India,hi,"hi,en",2025-01-24,undergrad,manager,"nature,reading,fitness",business,False,1
68b9295d427214137a735219,Yash Sharma,28,male,Bhopal,,India,hi,"hi,en",2022-02-28,other,other,"gaming,fashion",business,False,1
68b9295d427214137a73521a,Jahnvi Nair,59,female,Guwahati,,India,as,"as,en",2018-12-10,phd,artist,reading,socializing,True,1
68b9295d427214137a73521b,Mira Joshi,33,female,Patna,,India,hi,"hi,en",2023-06-23,undergrad,artist,science,socializing,False,1
68b9295d427214137a73521c,Mira Gowda,28,female,Kolkata,,India,bn,"bn,en",2017-03-24,undergrad,lawyer,"reading,politics,fashion",learning,False,1
68b9295d427214137a73521d,Aarohi Banerjee,34,female,Pune,,India,pa,"pa,en",2016-12-14,undergrad,researcher,"fitness,gaming,reading",networking,False,1
68b9295d427214137a73521e,Meera Sharma,37,female,Thiruvananthapuram,,India,ta,"ta,en,mr",2017-02-10,other,manager,"tech,gaming,reading",networking,False,1
68b9295d427214137a73521f,Ananya Mukherjee,21,female,Bengaluru,,India,or,"or,en",2018-10-16,undergrad,lawyer,nature,socializing,True,1
68b9295d427214137a735220,Dev Gowda,36,male,Ahmedabad,,India,or,"or,en,gu",2022-11-18,highschool,sales,fashion,news,False,1
68b9295d427214137a735221,Kavya Sharma,45,female,Delhi,,India,hi,"hi,en",2023-12-09,postgrad,teacher,"gaming,photography,travel",gaming,False,1
68b9295d427214137a735222,Pooja Mukherjee,30,female,Kolkata,,India,bn,"bn,en,te",2020-09-11,undergrad,other,gaming,networking,False,1
68b9295d427214137a735223,Aditi Gupta,48,female,Mumbai,,India,ml,"ml,en",2023-09-04,highschool,artist,"science,sports",socializing,False,1
68b9295d427214137a735224,Aarohi Singh,26,female,Delhi,,India,as,"as,en,mr",2023-08-14,phd,engineer,"fitness,science,travel",networking,False,1
68b9295d427214137a735225,Nikhil Chatterjee,59,male,Jaipur,,India,hi,hi,2016-01-08,other,student,"photography,tech",gaming,False,1
68b9295d427214137a735226,Sagar Mehta,26,male,Kochi,,India,ml,ml,2016-10-05,highschool,engineer,"nature,fitness",networking,False,1
68b9295d427214137a735227,Nikhil Mukherjee,53,male,Chennai,,India,as,as,2021-05-15,phd,lawyer,"cooking,travel,art",business,False,1
68b9295d427214137a735228,Siddharth Khan,25,male,Thiruvananthapuram,,India,ml,"ml,en",2020-11-11,phd,sales,"nature,science,fitness",learning,True,1
68b9295d427214137a735229,Aditi Verma,46,female,Guwahati,,India,as,"as,en",2017-04-01,highschool,engineer,"cooking,reading",socializing,True,1
68b9295d427214137a73522a,Ishita Mukherjee,47,female,Delhi,,India,or,"or,hi",2021-01-11,other,artist,"music,travel",news,False,1
68b9295d427214137a73522b,Rohan Mehta,49,male,Lucknow,,India,hi,"hi,en",2019-03-23,other,lawyer,"movies,gaming,reading",business,False,1
68b9295d427214137a73522c,Meera Verma,21,female,Chennai,,India,ta,ta,2024-03-09,phd,lawyer,"fashion,science",gaming,False,1
68b9295d427214137a73522d,Harsh Mehta,18,male,Thiruvananthapuram,,India,ml,ml,2018-02-24,highschool,manager,"travel,politics,photography",news,False,1
68b9295d427214137a73522e,Rahul Banerjee,56,male,Patna,,India,hi,"hi,en",2023-03-12,highschool,teacher,science,learning,True,1
68b9295d427214137a73522f,Jahnvi Deshmukh,25,female,Bhopal,,India,bn,"bn,en",2021-08-24,other,artist,"movies,art,nature",socializing,False,1
68b9295d427214137a735230,Naveen Mehta,21,male,Pune,,India,mr,"mr,en,ml",2022-05-15,postgrad,developer,"movies,fashion",socializing,False,1
68b9295d427214137a735231,Sneha Sharma,48,female,Bengaluru,,India,mr,"mr,en",2019-11-16,phd,doctor,"reading,gaming",socializing,False,1
68b9295d427214137a735232,Aakash Bhat,27,male,Bhubaneswar,,India,or,"or,en",2019-08-19,undergrad,manager,"photography,science,movies",learning,False,1
68b9295d427214137a735233,Kabir Reddy,39,male,Pune,,India,mr,mr,2022-08-10,postgrad,developer,"art,photography",business,False,1
68b9295d427214137a735234,Priya Sharma,34,female,Patna,,India,hi,"hi,en",2022-05-16,phd,engineer,science,socializing,False,1
68b9295d427214137a735235,Aditi Verma,50,female,Patna,,India,te,"te,en",2020-10-14,phd,artist,"reading,science,fitness",news,False,1
68b9295d427214137a735236,Rohan Khan,37,male,Kochi,,India,ml,"ml,en,kn",2025-01-24,postgrad,student,"politics,cooking",news,False,1
68b9295d427214137a735237,Dev Verma,23,male,Kolkata,,India,bn,bn,2025-10-24,highschool,lawyer,"reading,nature,fashion",socializing,True,1
68b9295d427214137a735238,Siddharth Bhat,55,male,Mumbai,,India,mr,"mr,en,pa",2021-01-02,undergrad,lawyer,"science,reading",gaming,True,1
68b9295d427214137a735239,Ankit Mehta,47,male,Pune,,India,mr,"mr,en,bn",2021-05-15,undergrad,other,"politics,music,fitness",socializing,False,1
68b9295d427214137a73523a,Ishita Patel,32,female,Patna,,India,hi,"hi,en,gu",2018-07-16,highschool,manager,gaming,learning,False,1
68b9295d427214137a73523b,Ira Verma,21,female,Bengaluru,,India,kn,"kn,en",2022-10-04,highschool,lawyer,politics,business,True,1
68b9295d427214137a73523c,Rajat Sharma,52,male,Kochi,,India,ml,"ml,en",2022-09-09,undergrad,lawyer,reading,news,False,1
68b9295d427214137a73523d,Siddharth Bose,35,male,Kochi,,India,te,"te,en",2022-02-25,phd,manager,"reading,sports",business,True,1
68b9295d427214137a73523e,Arjun Verma,17,male,Lucknow,,India,hi,"hi,en",2022-04-21,highschool,manager,"movies,fitness",networking,True,1
68b9295d427214137a73523f,Rahul Agarwal,30,male,Delhi,,India,hi,hi,2018-11-12,other,developer,"science,nature",learning,False,1
68b9295d427214137a735240,Ananya Agarwal,49,female,Jaipur,,India,hi,"hi,en",2020-01-07,phd,student,"science,fashion",gaming,False,1
68b9295d427214137a735241,Kabir Nair,57,male,Bengaluru,,India,pa,pa,2017-04-04,postgrad,developer,"photography,fashion,politics",socializing,True,1
68b9295d427214137a735242,Kunal Chatterjee,36,male,Delhi,,India,hi,"hi,ta",2021-07-23,other,researcher,"music,cooking",news,False,1
68b9295d427214137a735243,Ira Singh,59,female,Lucknow,,India,hi,"hi,en",2022-01-16,undergrad,teacher,"travel,reading",socializing,False,1
68b9295d427214137a735244,Rohit Deshmukh,34,male,Mumbai,,India,mr,"mr,en",2016-11-18,undergrad,other,"travel,reading",socializing,False,1
68b9295d427214137a735245,Nisha Kapoor,28,female,Bhopal,,India,as,"as,en,kn",2023-10-28,postgrad,manager,tech,business,False,1
68b9295d427214137a735246,Arjun Deshmukh,38,male,Chennai,,India,ta,"ta,en",2019-12-01,other,teacher,cooking,news,False,1
68b9295d427214137a735247,Riya Joshi,18,female,Kochi,,India,ml,"ml,en",2022-02-15,other,student,"politics,fitness",news,True,1
68b9295d427214137a735248,Ishita Iyer,32,female,Jaipur,,India,hi,"hi,en,kn",2016-10-24,postgrad,student,"sports,art",business,False,1
